login,contributions,url,type,site_admin,account_age_(days),total_prs_submitted,total_prs_merged,total_issues_opened,total_repositories_contributed_to,followers,stars_received,is_member_of_organization,source_project,approval_rate,contributor_seniority
n10v,1,https://github.com/n10v,User,False,3510.0,30.0,30.0,30,30,60,464,False,puppeteer,1.0,9.62
adrielcodeco,1,https://github.com/adrielcodeco,User,False,4504.0,30.0,30.0,5,30,8,2,False,puppeteer,1.0,12.34
sheerun,1,https://github.com/sheerun,User,False,5374.0,30.0,30.0,30,30,537,146,False,puppeteer,1.0,14.72
adamraine,1,https://github.com/adamraine,User,False,4012.0,30.0,30.0,30,20,245,20,False,puppeteer,1.0,10.99
Abhishek-Mallick,1,https://github.com/Abhishek-Mallick,User,False,995.0,30.0,30.0,30,30,57,73,False,puppeteer,1.0,2.73
atabel,1,https://github.com/atabel,User,False,4630.0,30.0,30.0,15,30,30,85,False,puppeteer,1.0,12.68
homaily,1,https://github.com/homaily,User,False,4998.0,9.0,5.0,5,19,197,393,False,puppeteer,0.5555555555555556,13.69
strugee,1,https://github.com/strugee,User,False,4967.0,30.0,30.0,30,30,206,6,False,puppeteer,1.0,13.61
2kindsofcs,1,https://github.com/2kindsofcs,User,False,2372.0,30.0,29.0,18,30,2,5,False,puppeteer,0.9666666666666667,6.5
austinkelleher,1,https://github.com/austinkelleher,User,False,4366.0,30.0,30.0,30,30,191,19,False,puppeteer,1.0,11.96
aj-dev,1,https://github.com/aj-dev,User,False,4504.0,13.0,10.0,22,29,6,2,False,puppeteer,0.7692307692307693,12.34
abozhilov,1,https://github.com/abozhilov,User,False,5497.0,13.0,11.0,30,11,113,99,False,puppeteer,0.8461538461538461,15.06
dotdoom,1,https://github.com/dotdoom,User,False,5148.0,30.0,30.0,30,23,27,70,False,puppeteer,1.0,14.1
sapegin,1,https://github.com/sapegin,User,False,5798.0,0.0,0.0,0,30,0,112,False,puppeteer,0.0,15.88
arnemart,1,https://github.com/arnemart,User,False,5091.0,27.0,22.0,11,30,46,109,False,puppeteer,0.8148148148148148,13.95
ArjenKorevaar,1,https://github.com/ArjenKorevaar,User,False,2906.0,18.0,9.0,11,12,0,3,False,puppeteer,0.5,7.96
aravind666,1,https://github.com/aravind666,User,False,4497.0,30.0,23.0,8,30,21,0,False,puppeteer,0.7666666666666667,12.32
aos,1,https://github.com/aos,User,False,2923.0,30.0,30.0,28,30,35,144,False,puppeteer,1.0,8.01
anwersayeed,1,https://github.com/anwersayeed,User,False,1932.0,30.0,30.0,17,30,17,3,False,puppeteer,1.0,5.29
anishkny,1,https://github.com/anishkny,User,False,5306.0,30.0,30.0,30,30,427,2,False,puppeteer,1.0,14.54
andy2046,1,https://github.com/andy2046,User,False,4561.0,12.0,10.0,30,30,9,72,False,puppeteer,0.8333333333333334,12.5
andyfleming,1,https://github.com/andyfleming,User,False,5060.0,30.0,30.0,30,30,105,6,False,puppeteer,1.0,13.86
chosak,1,https://github.com/chosak,User,False,5095.0,30.0,30.0,30,30,55,2,False,puppeteer,1.0,13.96
sidorares,1,https://github.com/sidorares,User,False,5528.0,30.0,30.0,30,30,936,698,False,puppeteer,1.0,15.15
anru,1,https://github.com/anru,User,False,5625.0,30.0,30.0,30,30,46,12,False,puppeteer,1.0,15.41
AndrewLeedham,1,https://github.com/AndrewLeedham,User,False,4159.0,30.0,30.0,30,30,7,5,False,puppeteer,1.0,11.39
abrom,1,https://github.com/abrom,User,False,4367.0,30.0,30.0,30,30,19,77,False,puppeteer,1.0,11.96
andrew-apicello,1,https://github.com/andrew-apicello,User,False,2783.0,1.0,1.0,0,30,7,1,False,puppeteer,1.0,7.62
andresrondon,1,https://github.com/andresrondon,User,False,2670.0,5.0,5.0,0,7,2,0,False,puppeteer,1.0,7.32
andreastt,1,https://github.com/andreastt,User,False,5268.0,0.0,0.0,0,1,0,1,False,puppeteer,0.0,14.43
s-h-a-d-o-w,1,https://github.com/s-h-a-d-o-w,User,False,3306.0,30.0,30.0,30,30,35,84,False,puppeteer,1.0,9.06
mkamakura,1,https://github.com/mkamakura,User,False,4308.0,19.0,18.0,11,30,35,19,False,puppeteer,0.9473684210526315,11.8
justin0022,1,https://github.com/justin0022,User,False,3802.0,30.0,30.0,30,30,68,10,False,puppeteer,1.0,10.42
jlandure,1,https://github.com/jlandure,User,False,5175.0,30.0,30.0,30,30,75,1995,False,puppeteer,1.0,14.18
julien-deramond,1,https://github.com/julien-deramond,User,False,3282.0,30.0,30.0,30,26,324,32,False,puppeteer,1.0,8.99
jvelezpo,1,https://github.com/jvelezpo,User,False,4903.0,30.0,30.0,16,30,49,6,False,puppeteer,1.0,13.43
joshgrime,1,https://github.com/joshgrime,User,False,2662.0,3.0,2.0,1,8,1,0,False,puppeteer,0.6666666666666666,7.29
jbielick,1,https://github.com/jbielick,User,False,4758.0,30.0,30.0,30,30,62,184,False,puppeteer,1.0,13.04
JosephTico,1,https://github.com/JosephTico,User,False,3804.0,30.0,30.0,30,30,23,1,False,puppeteer,1.0,10.42
josepharhar,1,https://github.com/josepharhar,User,False,3921.0,30.0,30.0,30,30,258,9,False,puppeteer,1.0,10.74
joone,1,https://github.com/joone,User,False,4598.0,30.0,30.0,30,30,54,50,False,puppeteer,1.0,12.6
jonknapp,1,https://github.com/jonknapp,User,False,3802.0,30.0,30.0,30,17,27,5,False,puppeteer,1.0,10.42
jonchurch,1,https://github.com/jonchurch,User,False,3532.0,30.0,30.0,29,30,172,34,False,puppeteer,1.0,9.68
jsfeldman,1,https://github.com/jsfeldman,User,False,3826.0,13.0,9.0,16,10,4,2,False,puppeteer,0.6923076923076923,10.48
jontewks,1,https://github.com/jontewks,User,False,4345.0,30.0,30.0,8,30,81,13,False,puppeteer,1.0,11.9
John-Youngblood,1,https://github.com/John-Youngblood,User,False,4506.0,3.0,3.0,1,10,5,0,False,puppeteer,1.0,12.35
jeresig,1,https://github.com/jeresig,User,False,6197.0,30.0,30.0,30,30,18821,131,False,puppeteer,1.0,16.98
cognettings,1,https://github.com/cognettings,User,False,4178.0,9.0,9.0,5,16,0,2,False,puppeteer,1.0,11.45
kadaan,1,https://github.com/kadaan,User,False,4615.0,30.0,30.0,30,30,10,6,False,puppeteer,1.0,12.64
gomain,1,https://github.com/gomain,User,False,4318.0,30.0,30.0,30,30,8,2,False,puppeteer,1.0,11.83
jihchi,1,https://github.com/jihchi,User,False,5747.0,30.0,30.0,30,30,132,53,False,puppeteer,1.0,15.75
snippet,1,https://github.com/snippet,User,False,5436.0,15.0,11.0,1,30,22,4,False,puppeteer,0.7333333333333333,14.89
loilo,1,https://github.com/loilo,User,False,4609.0,30.0,30.0,30,30,71,773,False,puppeteer,1.0,12.63
yelisaveta,1,https://github.com/yelisaveta,User,False,4182.0,3.0,3.0,0,13,7,0,False,puppeteer,1.0,11.46
LinusU,1,https://github.com/LinusU,User,False,5500.0,30.0,30.0,30,30,972,9,False,puppeteer,1.0,15.07
lino-levan,1,https://github.com/lino-levan,User,False,3633.0,30.0,30.0,30,30,112,310,False,puppeteer,1.0,9.95
nikli2009,1,https://github.com/nikli2009,User,False,3660.0,30.0,26.0,5,30,16,67,False,puppeteer,0.8666666666666667,10.03
LeviPesin,1,https://github.com/LeviPesin,User,False,2588.0,30.0,30.0,30,15,27,5,False,puppeteer,1.0,7.09
LesterCovax,1,https://github.com/LesterCovax,User,False,2609.0,8.0,6.0,17,30,47,6,False,puppeteer,0.75,7.15
leandro-romero-ok,1,https://github.com/leandro-romero-ok,User,False,2253.0,2.0,2.0,0,2,1,0,False,puppeteer,1.0,6.17
choznerol,1,https://github.com/choznerol,User,False,3567.0,30.0,30.0,30,30,54,3,False,puppeteer,1.0,9.77
LarsDenBakker,1,https://github.com/LarsDenBakker,User,False,3592.0,30.0,30.0,30,30,148,18,False,puppeteer,1.0,9.84
lancejpollard,1,https://github.com/lancejpollard,User,False,5969.0,30.0,30.0,30,30,548,348,False,puppeteer,1.0,16.35
kyrylodolynskyi,1,https://github.com/kyrylodolynskyi,User,False,1860.0,11.0,10.0,4,5,3,0,False,puppeteer,0.9090909090909091,5.1
if-kyle,1,https://github.com/if-kyle,User,False,3295.0,7.0,7.0,12,5,0,0,False,puppeteer,1.0,9.03
Sparticuz,1,https://github.com/Sparticuz,User,False,5552.0,30.0,30.0,30,30,81,1275,False,puppeteer,1.0,15.21
kushagraag,1,https://github.com/kushagraag,User,False,1936.0,16.0,10.0,2,30,4,0,False,puppeteer,0.625,5.3
tinovyatkin,1,https://github.com/tinovyatkin,User,False,4187.0,30.0,30.0,30,30,80,88,False,puppeteer,1.0,11.47
ksm2,1,https://github.com/ksm2,User,False,4740.0,30.0,30.0,24,30,50,27,False,puppeteer,1.0,12.99
kkuegler,1,https://github.com/kkuegler,User,False,4962.0,15.0,8.0,5,10,3,8,False,puppeteer,0.5333333333333333,13.59
KlausBai,1,https://github.com/KlausBai,User,False,1272.0,6.0,3.0,1,11,1,0,False,puppeteer,0.5,3.48
kianmeng,1,https://github.com/kianmeng,User,False,5614.0,30.0,30.0,30,30,132,0,False,puppeteer,1.0,15.38
hgsgtk,1,https://github.com/hgsgtk,User,False,3802.0,30.0,30.0,30,30,108,1,False,puppeteer,1.0,10.42
kaveet,1,https://github.com/kaveet,User,False,3605.0,30.0,30.0,5,30,19,22,False,puppeteer,1.0,9.88
karloskalcium,1,https://github.com/karloskalcium,User,False,3715.0,15.0,12.0,30,12,3,55,False,puppeteer,0.8,10.18
ffeu,1,https://github.com/ffeu,User,False,3480.0,18.0,12.0,9,15,11,0,False,puppeteer,0.6666666666666666,9.53
picheli20,1,https://github.com/picheli20,User,False,4355.0,30.0,18.0,21,30,23,4,False,puppeteer,0.6,11.93
ExE-Boss,1,https://github.com/ExE-Boss,User,False,4354.0,30.0,30.0,30,30,99,23,False,puppeteer,1.0,11.93
EvanCarroll,1,https://github.com/EvanCarroll,User,False,6036.0,30.0,30.0,30,30,153,23,False,puppeteer,1.0,16.54
ethanlee16,1,https://github.com/ethanlee16,User,False,4455.0,30.0,30.0,30,30,78,13,False,puppeteer,1.0,12.21
eko24ive,1,https://github.com/eko24ive,User,False,2931.0,8.0,6.0,30,30,27,11,False,puppeteer,0.75,8.03
emmanuel-ferdman,1,https://github.com/emmanuel-ferdman,User,False,2588.0,30.0,30.0,10,21,43,15,False,puppeteer,1.0,7.09
theel0ja,1,https://github.com/theel0ja,User,False,4124.0,30.0,30.0,30,30,68,22,False,puppeteer,1.0,11.3
aspic-fish,1,https://github.com/aspic-fish,User,False,1362.0,4.0,2.0,3,3,0,0,False,puppeteer,0.5,3.73
edgardmessias,1,https://github.com/edgardmessias,User,False,4723.0,30.0,30.0,30,30,260,108,False,puppeteer,1.0,12.94
dylanbathurst,1,https://github.com/dylanbathurst,User,False,5891.0,17.0,14.0,20,30,61,47,False,puppeteer,0.8235294117647058,16.14
dulith-muthu,1,https://github.com/dulith-muthu,User,False,3029.0,3.0,1.0,1,18,2,2,False,puppeteer,0.3333333333333333,8.3
dr-js,1,https://github.com/dr-js,User,False,3035.0,25.0,16.0,21,19,15,34,False,puppeteer,0.64,8.32
DonoA,1,https://github.com/DonoA,User,False,4050.0,30.0,30.0,25,30,31,44,False,puppeteer,1.0,11.1
Donnatello,1,https://github.com/Donnatello,User,False,3888.0,3.0,1.0,3,4,1,0,False,puppeteer,0.3333333333333333,10.65
dsheiko,1,https://github.com/dsheiko,User,False,4765.0,30.0,13.0,28,30,84,430,False,puppeteer,0.43333333333333335,13.05
DudaGod,1,https://github.com/DudaGod,User,False,4116.0,30.0,30.0,30,30,19,13,False,puppeteer,1.0,11.28
silent-lad,1,https://github.com/silent-lad,User,False,2747.0,30.0,30.0,18,30,180,12,False,puppeteer,1.0,7.53
bogas04,1,https://github.com/bogas04,User,False,4082.0,30.0,30.0,30,30,218,42,False,puppeteer,1.0,11.18
DimaShustal,1,https://github.com/DimaShustal,User,False,3196.0,18.0,16.0,1,9,0,0,False,puppeteer,0.8888888888888888,8.76
dfernandez79,1,https://github.com/dfernandez79,User,False,4883.0,26.0,20.0,30,30,18,43,False,puppeteer,0.7692307692307693,13.38
jay-deshmukh,1,https://github.com/jay-deshmukh,User,False,2602.0,30.0,30.0,13,30,21,60,False,puppeteer,1.0,7.13
r4j4h,1,https://github.com/r4j4h,User,False,5070.0,30.0,30.0,30,30,95,5,False,puppeteer,1.0,13.89
jsoverson,1,https://github.com/jsoverson,User,False,4999.0,30.0,30.0,30,30,511,92,False,puppeteer,1.0,13.7
devjerry,1,https://github.com/devjerry,User,False,4368.0,6.0,5.0,6,6,0,0,False,puppeteer,0.8333333333333334,11.97
Cherry,1,https://github.com/Cherry,User,False,4992.0,30.0,30.0,30,30,140,30,False,puppeteer,1.0,13.68
jamesgeorge007,1,https://github.com/jamesgeorge007,User,False,2946.0,30.0,30.0,30,30,1213,23,False,puppeteer,1.0,8.07
43081j,1,https://github.com/43081j,User,False,4143.0,30.0,30.0,30,30,237,19,False,puppeteer,1.0,11.35
JakeGinnivan,1,https://github.com/JakeGinnivan,User,False,5227.0,30.0,30.0,30,30,312,15,False,puppeteer,1.0,14.32
jake314159,1,https://github.com/jake314159,User,False,4440.0,20.0,18.0,30,30,10,13,False,puppeteer,0.9,12.16
jjroush,1,https://github.com/jjroush,User,False,2869.0,30.0,28.0,12,30,16,4,False,puppeteer,0.9333333333333333,7.86
japerry911,1,https://github.com/japerry911,User,False,3088.0,30.0,30.0,30,30,17,12,False,puppeteer,1.0,8.46
Magiccwl,1,https://github.com/Magiccwl,User,False,2829.0,14.0,8.0,14,30,41,109,False,puppeteer,0.5714285714285714,7.75
EslamHiko,1,https://github.com/EslamHiko,User,False,3235.0,30.0,30.0,5,30,73,2,False,puppeteer,1.0,8.86
knownasilya,1,https://github.com/knownasilya,User,False,5936.0,30.0,30.0,30,30,243,35,False,puppeteer,1.0,16.26
webnard,1,https://github.com/webnard,User,False,4834.0,30.0,30.0,30,30,17,3,False,puppeteer,1.0,13.24
hangyeol0531,1,https://github.com/hangyeol0531,User,False,2410.0,28.0,27.0,30,26,47,10,False,puppeteer,0.9642857142857143,6.6
gziolo,1,https://github.com/gziolo,User,False,5071.0,30.0,30.0,30,11,291,51,False,puppeteer,1.0,13.89
glinford,1,https://github.com/glinford,User,False,3949.0,8.0,4.0,3,13,13,137,False,puppeteer,0.5,10.82
CheerlessCloud,1,https://github.com/CheerlessCloud,User,False,3586.0,22.0,18.0,23,29,29,33,False,puppeteer,0.8181818181818182,9.82
ezg27,1,https://github.com/ezg27,User,False,2440.0,14.0,14.0,7,11,10,8,False,puppeteer,1.0,6.68
fchasen,1,https://github.com/fchasen,User,False,5465.0,30.0,30.0,18,30,146,28,False,puppeteer,1.0,14.97
brigand,1,https://github.com/brigand,User,False,4955.0,30.0,30.0,30,30,308,586,False,puppeteer,1.0,13.58
ezyang,3280,https://github.com/ezyang,User,False,,,,,,,,,Pytorch,0.0,0.0
pytorchmergebot,3019,https://github.com/pytorchmergebot,User,False,,,,,,,,,Pytorch,0.0,0.0
malfet,2307,https://github.com/malfet,User,False,,,,,,,,,Pytorch,0.0,0.0
zou3519,1731,https://github.com/zou3519,User,False,,,,,,,,,Pytorch,0.0,0.0
jerryzh168,1215,https://github.com/jerryzh168,User,False,,,,,,,,,Pytorch,0.0,0.0
soumith,1151,https://github.com/soumith,User,False,,,,,,,,,Pytorch,0.0,0.0
gchanan,1084,https://github.com/gchanan,User,False,,,,,,,,,Pytorch,0.0,0.0
peterbell10,890,https://github.com/peterbell10,User,False,,,,,,,,,Pytorch,0.0,0.0
apaszke,886,https://github.com/apaszke,User,False,,,,,,,,,Pytorch,0.0,0.0
cyyever,798,https://github.com/cyyever,User,False,,,,,,,,,Pytorch,0.0,0.0
suo,792,https://github.com/suo,User,False,,,,,,,,,Pytorch,0.0,0.0
Chillee,750,https://github.com/Chillee,User,False,,,,,,,,,Pytorch,0.0,0.0
zdevito,732,https://github.com/zdevito,User,False,,,,,,,,,Pytorch,0.0,0.0
rohan-varma,679,https://github.com/rohan-varma,User,False,,,,,,,,,Pytorch,0.0,0.0
anijain2305,637,https://github.com/anijain2305,User,False,,,,,,,,,Pytorch,0.0,0.0
colesbury,630,https://github.com/colesbury,User,False,,,,,,,,,Pytorch,0.0,0.0
janeyx99,611,https://github.com/janeyx99,User,False,,,,,,,,,Pytorch,0.0,0.0
albanD,592,https://github.com/albanD,User,False,,,,,,,,,Pytorch,0.0,0.0
awgu,548,https://github.com/awgu,User,False,,,,,,,,,Pytorch,0.0,0.0
jansel,545,https://github.com/jansel,User,False,,,,,,,,,Pytorch,0.0,0.0
smessmer,545,https://github.com/smessmer,User,False,,,,,,,,,Pytorch,0.0,0.0
swolchok,540,https://github.com/swolchok,User,False,,,,,,,,,Pytorch,0.0,0.0
desertfire,528,https://github.com/desertfire,User,False,,,,,,,,,Pytorch,0.0,0.0
kshitij12345,508,https://github.com/kshitij12345,User,False,,,,,,,,,Pytorch,0.0,0.0
huydhn,504,https://github.com/huydhn,User,False,,,,,,,,,Pytorch,0.0,0.0
Yangqing,498,https://github.com/Yangqing,User,False,,,,,,,,,Pytorch,0.0,0.0
vkuzo,485,https://github.com/vkuzo,User,False,,,,,,,,,Pytorch,0.0,0.0
bdhirsh,477,https://github.com/bdhirsh,User,False,,,,,,,,,Pytorch,0.0,0.0
wanchaol,457,https://github.com/wanchaol,User,False,,,,,,,,,Pytorch,0.0,0.0
ssnl,454,https://github.com/ssnl,User,False,,,,,,,,,Pytorch,0.0,0.0
BowenBao,439,https://github.com/BowenBao,User,False,,,,,,,,,Pytorch,0.0,0.0
zasdfgbnm,435,https://github.com/zasdfgbnm,User,False,,,,,,,,,Pytorch,0.0,0.0
clee2000,430,https://github.com/clee2000,User,False,,,,,,,,,Pytorch,0.0,0.0
eellison,421,https://github.com/eellison,User,False,,,,,,,,,Pytorch,0.0,0.0
mrshenli,411,https://github.com/mrshenli,User,False,,,,,,,,,Pytorch,0.0,0.0
pietern,391,https://github.com/pietern,User,False,,,,,,,,,Pytorch,0.0,0.0
seemethere,390,https://github.com/seemethere,User,False,,,,,,,,,Pytorch,0.0,0.0
r-barnes,383,https://github.com/r-barnes,User,False,,,,,,,,,Pytorch,0.0,0.0
bwasti,375,https://github.com/bwasti,User,False,,,,,,,,,Pytorch,0.0,0.0
houseroad,374,https://github.com/houseroad,User,False,,,,,,,,,Pytorch,0.0,0.0
lezcano,370,https://github.com/lezcano,User,False,,,,,,,,,Pytorch,0.0,0.0
bddppq,366,https://github.com/bddppq,User,False,,,,,,,,,Pytorch,0.0,0.0
angelayi,356,https://github.com/angelayi,User,False,,,,,,,,,Pytorch,0.0,0.0
soulitzer,356,https://github.com/soulitzer,User,False,,,,,,,,,Pytorch,0.0,0.0
wconstab,354,https://github.com/wconstab,User,False,,,,,,,,,Pytorch,0.0,0.0
mlazos,326,https://github.com/mlazos,User,False,,,,,,,,,Pytorch,0.0,0.0
yanboliang,325,https://github.com/yanboliang,User,False,,,,,,,,,Pytorch,0.0,0.0
peterjc123,323,https://github.com/peterjc123,User,False,,,,,,,,,Pytorch,0.0,0.0
goldsborough,312,https://github.com/goldsborough,User,False,,,,,,,,,Pytorch,0.0,0.0
xuhdev,309,https://github.com/xuhdev,User,False,,,,,,,,,Pytorch,0.0,0.0
tugsbayasgalan,303,https://github.com/tugsbayasgalan,User,False,,,,,,,,,Pytorch,0.0,0.0
drisspg,301,https://github.com/drisspg,User,False,,,,,,,,,Pytorch,0.0,0.0
jbschlosser,295,https://github.com/jbschlosser,User,False,,,,,,,,,Pytorch,0.0,0.0
onnxbot,292,https://github.com/onnxbot,User,False,,,,,,,,,Pytorch,0.0,0.0
davidberard98,290,https://github.com/davidberard98,User,False,,,,,,,,,Pytorch,0.0,0.0
eqy,279,https://github.com/eqy,User,False,,,,,,,,,Pytorch,0.0,0.0
atalman,279,https://github.com/atalman,User,False,,,,,,,,,Pytorch,0.0,0.0
williamwen42,271,https://github.com/williamwen42,User,False,,,,,,,,,Pytorch,0.0,0.0
Skylion007,269,https://github.com/Skylion007,User,False,,,,,,,,,Pytorch,0.0,0.0
Krovatkin,265,https://github.com/Krovatkin,User,False,,,,,,,,,Pytorch,0.0,0.0
XuehaiPan,264,https://github.com/XuehaiPan,User,False,,,,,,,,,Pytorch,0.0,0.0
bertmaher,249,https://github.com/bertmaher,User,False,,,,,,,,,Pytorch,0.0,0.0
supriyar,241,https://github.com/supriyar,User,False,,,,,,,,,Pytorch,0.0,0.0
jeffdaily,239,https://github.com/jeffdaily,User,False,,,,,,,,,Pytorch,0.0,0.0
pritamdamania,239,https://github.com/pritamdamania,User,False,,,,,,,,,Pytorch,0.0,0.0
mikaylagawarecki,237,https://github.com/mikaylagawarecki,User,False,,,,,,,,,Pytorch,0.0,0.0
fegin,236,https://github.com/fegin,User,False,,,,,,,,,Pytorch,0.0,0.0
IvanYashchuk,236,https://github.com/IvanYashchuk,User,False,,,,,,,,,Pytorch,0.0,0.0
lw,236,https://github.com/lw,User,False,,,,,,,,,Pytorch,0.0,0.0
IvanKobzarev,233,https://github.com/IvanKobzarev,User,False,,,,,,,,,Pytorch,0.0,0.0
XiaobingSuper,233,https://github.com/XiaobingSuper,User,False,,,,,,,,,Pytorch,0.0,0.0
ydwu4,228,https://github.com/ydwu4,User,False,,,,,,,,,Pytorch,0.0,0.0
pytorchupdatebot,223,https://github.com/pytorchupdatebot,User,False,,,,,,,,,Pytorch,0.0,0.0
oulgen,220,https://github.com/oulgen,User,False,,,,,,,,,Pytorch,0.0,0.0
anjali411,218,https://github.com/anjali411,User,False,,,,,,,,,Pytorch,0.0,0.0
jspark1105,217,https://github.com/jspark1105,User,False,,,,,,,,,Pytorch,0.0,0.0
kimishpatel,216,https://github.com/kimishpatel,User,False,,,,,,,,,Pytorch,0.0,0.0
kit1980,211,https://github.com/kit1980,User,False,,,,,,,,,Pytorch,0.0,0.0
leslie-fang-intel,206,https://github.com/leslie-fang-intel,User,False,,,,,,,,,Pytorch,0.0,0.0
wz337,205,https://github.com/wz337,User,False,,,,,,,,,Pytorch,0.0,0.0
killeent,204,https://github.com/killeent,User,False,,,,,,,,,Pytorch,0.0,0.0
zhxchen17,198,https://github.com/zhxchen17,User,False,,,,,,,,,Pytorch,0.0,0.0
kurtamohler,195,https://github.com/kurtamohler,User,False,,,,,,,,,Pytorch,0.0,0.0
ljk53,192,https://github.com/ljk53,User,False,,,,,,,,,Pytorch,0.0,0.0
kwen2501,189,https://github.com/kwen2501,User,False,,,,,,,,,Pytorch,0.0,0.0
pearu,189,https://github.com/pearu,User,False,,,,,,,,,Pytorch,0.0,0.0
shunting314,187,https://github.com/shunting314,User,False,,,,,,,,,Pytorch,0.0,0.0
justinchuby,187,https://github.com/justinchuby,User,False,,,,,,,,,Pytorch,0.0,0.0
aorenste,186,https://github.com/aorenste,User,False,,,,,,,,,Pytorch,0.0,0.0
vfdev-5,182,https://github.com/vfdev-5,User,False,,,,,,,,,Pytorch,0.0,0.0
bobrenjc93,180,https://github.com/bobrenjc93,User,False,,,,,,,,,Pytorch,0.0,0.0
voznesenskym,180,https://github.com/voznesenskym,User,False,,,,,,,,,Pytorch,0.0,0.0
H-Huang,179,https://github.com/H-Huang,User,False,,,,,,,,,Pytorch,0.0,0.0
vishwakftw,177,https://github.com/vishwakftw,User,False,,,,,,,,,Pytorch,0.0,0.0
t-vi,175,https://github.com/t-vi,User,False,,,,,,,,,Pytorch,0.0,0.0
z-a-f,171,https://github.com/z-a-f,User,False,,,,,,,,,Pytorch,0.0,0.0
jjsjann123,171,https://github.com/jjsjann123,User,False,,,,,,,,,Pytorch,0.0,0.0
fduwjj,171,https://github.com/fduwjj,User,False,,,,,,,,,Pytorch,0.0,0.0
mingzhe09088,169,https://github.com/mingzhe09088,User,False,,,,,,,,,Pytorch,0.0,0.0
masnesral,164,https://github.com/masnesral,User,False,,,,,,,,,Pytorch,0.0,0.0
yifuwang,163,https://github.com/yifuwang,User,False,,,,,,,,,Pytorch,0.0,0.0
xta0,163,https://github.com/xta0,User,False,,,,,,,,,Pytorch,0.0,0.0
yf225,162,https://github.com/yf225,User,False,,,,,,,,,Pytorch,0.0,0.0
nkaretnikov,161,https://github.com/nkaretnikov,User,False,,,,,,,,,Pytorch,0.0,0.0
cpuhrsch,161,https://github.com/cpuhrsch,User,False,,,,,,,,,Pytorch,0.0,0.0
titaiwangms,158,https://github.com/titaiwangms,User,False,,,,,,,,,Pytorch,0.0,0.0
pjh5,158,https://github.com/pjh5,User,False,,,,,,,,,Pytorch,0.0,0.0
VitalyFedyunin,154,https://github.com/VitalyFedyunin,User,False,,,,,,,,,Pytorch,0.0,0.0
xiaomengy,152,https://github.com/xiaomengy,User,False,,,,,,,,,Pytorch,0.0,0.0
pbelevich,150,https://github.com/pbelevich,User,False,,,,,,,,,Pytorch,0.0,0.0
samestep,148,https://github.com/samestep,User,False,,,,,,,,,Pytorch,0.0,0.0
ysiraichi,148,https://github.com/ysiraichi,User,False,,,,,,,,,Pytorch,0.0,0.0
qqaatw,148,https://github.com/qqaatw,User,False,,,,,,,,,Pytorch,0.0,0.0
SherlockNoMad,147,https://github.com/SherlockNoMad,User,False,,,,,,,,,Pytorch,0.0,0.0
ejguan,147,https://github.com/ejguan,User,False,,,,,,,,,Pytorch,0.0,0.0
facebook-github-bot,142,https://github.com/facebook-github-bot,User,False,,,,,,,,,Pytorch,0.0,0.0
andresy,140,https://github.com/andresy,User,False,,,,,,,,,Pytorch,0.0,0.0
pmeier,139,https://github.com/pmeier,User,False,,,,,,,,,Pytorch,0.0,0.0
guangyey,138,https://github.com/guangyey,User,False,,,,,,,,,Pytorch,0.0,0.0
navahgar,136,https://github.com/navahgar,User,False,,,,,,,,,Pytorch,0.0,0.0
xmfan,136,https://github.com/xmfan,User,False,,,,,,,,,Pytorch,0.0,0.0
nikitaved,136,https://github.com/nikitaved,User,False,,,,,,,,,Pytorch,0.0,0.0
dreiss,134,https://github.com/dreiss,User,False,,,,,,,,,Pytorch,0.0,0.0
orionr,131,https://github.com/orionr,User,False,,,,,,,,,Pytorch,0.0,0.0
avikchaudhuri,130,https://github.com/avikchaudhuri,User,False,,,,,,,,,Pytorch,0.0,0.0
ZainRizvi,130,https://github.com/ZainRizvi,User,False,,,,,,,,,Pytorch,0.0,0.0
zhaojuanmao,128,https://github.com/zhaojuanmao,User,False,,,,,,,,,Pytorch,0.0,0.0
xuhancn,121,https://github.com/xuhancn,User,False,,,,,,,,,Pytorch,0.0,0.0
mingfeima,121,https://github.com/mingfeima,User,False,,,,,,,,,Pytorch,0.0,0.0
guilhermeleobas,120,https://github.com/guilhermeleobas,User,False,,,,,,,,,Pytorch,0.0,0.0
int3,116,https://github.com/int3,User,False,,,,,,,,,Pytorch,0.0,0.0
osalpekar,113,https://github.com/osalpekar,User,False,,,,,,,,,Pytorch,0.0,0.0
xwang233,111,https://github.com/xwang233,User,False,,,,,,,,,Pytorch,0.0,0.0
SS-JIA,111,https://github.com/SS-JIA,User,False,,,,,,,,,Pytorch,0.0,0.0
crcrpar,110,https://github.com/crcrpar,User,False,,,,,,,,,Pytorch,0.0,0.0
NivekT,110,https://github.com/NivekT,User,False,,,,,,,,,Pytorch,0.0,0.0
CaoE,109,https://github.com/CaoE,User,False,,,,,,,,,Pytorch,0.0,0.0
yushangdi,109,https://github.com/yushangdi,User,False,,,,,,,,,Pytorch,0.0,0.0
chunyuan-w,106,https://github.com/chunyuan-w,User,False,,,,,,,,,Pytorch,0.0,0.0
jon-chuang,104,https://github.com/jon-chuang,User,False,,,,,,,,,Pytorch,0.0,0.0
xw285cornell,103,https://github.com/xw285cornell,User,False,,,,,,,,,Pytorch,0.0,0.0
andrewor14,103,https://github.com/andrewor14,User,False,,,,,,,,,Pytorch,0.0,0.0
