Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
bakalava,2,https://github.com/bakalava,User,False,4128,1,1,2,4,3,0,False
salehi,2,https://github.com/salehi,User,False,3981,10,3,8,30,38,35,False
RaitoBezarius,2,https://github.com/RaitoBezarius,User,False,5350,30,30,30,30,399,43,False
rushikeshjadhav,2,https://github.com/rushikeshjadhav,User,False,4556,30,30,27,30,3,2,False
racciari,2,https://github.com/racciari,User,False,4317,30,30,30,30,10,1,False
jpriebe,2,https://github.com/jpriebe,User,False,4484,29,20,30,30,20,106,False
papazach,2,https://github.com/papazach,User,False,3852,12,10,4,1,6,0,False
sunflowerbofh,2,https://github.com/sunflowerbofh,User,False,2041,11,6,8,27,0,0,False
wohali,2,https://github.com/wohali,User,False,5674,30,30,30,30,231,200,False
illes,2,https://github.com/illes,User,False,4939,30,26,24,29,7,47,False
Daniel15,2,https://github.com/Daniel15,User,False,5736,30,30,30,30,1419,3,False
andyundso,2,https://github.com/andyundso,User,False,3986,30,30,30,30,29,3,False
nabijaczleweli,2,https://github.com/nabijaczleweli,User,False,4017,30,30,30,30,203,1380,False
MAH69IK,2,https://github.com/MAH69IK,User,False,3570,12,7,28,1,1,0,False
woosley,2,https://github.com/woosley,User,False,5823,17,12,30,30,53,17,False
wangpei-nice,2,https://github.com/wangpei-nice,User,False,1424,4,2,9,6,1,4,False
vahit,2,https://github.com/vahit,User,False,4533,30,30,15,30,53,10,False
thomasbeaudry,2,https://github.com/thomasbeaudry,User,False,3979,30,30,30,7,3,0,False
tctovsli,2,https://github.com/tctovsli,User,False,4705,30,30,21,9,0,0,False
slavox,2,https://github.com/slavox,User,False,5616,12,12,4,5,4,0,False
skrzyp1,2,https://github.com/skrzyp1,User,False,3730,6,3,2,2,0,0,False
oldgiova,2,https://github.com/oldgiova,User,False,2866,30,30,4,30,0,0,False
openspork,2,https://github.com/openspork,User,False,2980,22,19,4,30,4,4,False
lowfive,2,https://github.com/lowfive,User,False,3959,1,1,0,1,1,0,False
variia,2,https://github.com/variia,User,False,3761,5,5,9,9,0,10,False
Habetdin,2,https://github.com/Habetdin,User,False,3377,30,30,8,11,3,1,False
tvarsis,2,https://github.com/tvarsis,User,False,3726,11,6,30,18,5,0,False
fgtham,2,https://github.com/fgtham,User,False,4849,30,20,30,17,1,0,False
felixonmars,2,https://github.com/felixonmars,User,False,4923,30,30,30,30,3141,4,False
ernestojpg,2,https://github.com/ernestojpg,User,False,4507,11,6,13,13,3,6,False
erdem2000,2,https://github.com/erdem2000,User,False,5857,14,7,1,24,5,2,False
xakrume,2,https://github.com/xakrume,User,False,4962,25,9,8,30,7,7,False
schindlerd,2,https://github.com/schindlerd,User,False,3138,7,4,12,9,5,3,False
diizzyy,2,https://github.com/diizzyy,User,False,3616,30,30,30,24,19,5,False
DanTheMediocre,2,https://github.com/DanTheMediocre,User,False,3176,3,3,2,2,0,2,False
aabatangle,2,https://github.com/aabatangle,User,False,1823,5,4,0,1,3,0,False
samm-git,2,https://github.com/samm-git,User,False,4767,30,30,30,30,65,431,False
amishmm,2,https://github.com/amishmm,User,False,4409,30,27,30,6,3,29,False
Benje06,2,https://github.com/Benje06,User,False,2854,2,2,0,1,0,0,False
Cat7373,2,https://github.com/Cat7373,User,False,3774,30,30,30,30,344,41,False
MrFreezeex,2,https://github.com/MrFreezeex,User,False,4359,30,30,30,30,72,7,False
clinta,2,https://github.com/clinta,User,False,4427,30,30,30,30,17,34,False
PaulSzymanski,2,https://github.com/PaulSzymanski,User,False,5180,11,7,12,9,18,0,False
grinapo,2,https://github.com/grinapo,User,False,4902,30,27,30,30,6,11,False
gnoddep,2,https://github.com/gnoddep,User,False,4574,25,18,4,26,2,1,False
sepek,2,https://github.com/sepek,User,False,5069,10,7,14,1,13,3,False
